statistic,real,simulated,wasserstein,total_variation
mean inter-arrival (ms),31.296147506143594,9.034203319796301,0.2120877276633219,0.13943407005542977
median inter-arrival (ms),0.21739899966632947,0.17390040011378005,,
mean queue at Q1 (AES),6.460530044984274,47.681615175599326,41.24099327553199,0.8390557455034328
median queue at Q1 (AES),5.0,54.0,,
mean spread (ticks),1.1310798973883356,1.0423155653052825,0.08876433208305312,0.08411376178303431
median spread (ticks),1.0,1.0,,
1s mid move sd (ticks),0.5199545204452404,0.19468124962264627,0.1673590989168578,0.14415292968543106
