statistic,real,simulated,wasserstein,total_variation
mean inter-arrival (ms),30.76942827006753,20.700866816494525,1.6147050750184377,0.6571782692482553
median inter-arrival (ms),0.045926004531793296,6.602173789360677,,
mean queue at Q1 (AES),9.861101310290074,131.64912344334562,122.57032969734792,0.47535108138631205
median queue at Q1 (AES),7.0,22.0,,
mean spread (ticks),1.1553680638024308,1.3857893167750217,0.24238574307787464,0.2420060032341893
median spread (ticks),1.0,1.0,,
1s mid move sd (ticks),0.562993937017489,0.39185074546404103,0.061876424334007855,0.04751683631742605
