statistic,real,simulated,wasserstein,total_variation
mean inter-arrival (ms),20.917804870989055,6.622407070468878,0.2650941046990302,0.1704106474732714
median inter-arrival (ms),0.056768003560137004,0.056288245104951784,,
mean queue at Q1 (AES),17.754423545403082,68.87194781995427,51.627575122573994,0.4657077873259982
median queue at Q1 (AES),11.0,49.0,,
mean spread (ticks),1.2077554146514535,1.226896994389066,0.05267639845131933,0.045080991685829845
median spread (ticks),1.0,1.0,,
1s mid move sd (ticks),0.7072400237288173,0.3847345001155464,0.14427967007137066,0.08047352450959444
