statistic,real,simulated,wasserstein,total_variation
mean inter-arrival (ms),16.797061322286986,14.571470196079375,1.5202609692972562,0.6614800446765735
median inter-arrival (ms),0.10606400610413402,9.661833081409554,,
mean queue at Q1 (AES),1.1552791516590317,1.8333965385935056,0.6958099440128762,0.09779996348496983
median queue at Q1 (AES),0.0,1.0,,
mean spread (ticks),2.3961782156879634,2.0597355093378766,0.33644270635008655,0.1539891822811775
median spread (ticks),2.0,2.0,,
1s mid move sd (ticks),2.3713009588023204,1.11609054436527,0.6352483706112064,0.18501170150086765
