statistic,real,simulated,wasserstein,total_variation
mean inter-arrival (ms),34.280585050640056,21.082673762926106,1.6278535205289346,0.6776951508279871
median inter-arrival (ms),0.1754415025061462,14.362417446136533,,
mean queue at Q1 (AES),10.592739584068784,129.94632841915205,119.37205672299963,0.9732498860758614
median queue at Q1 (AES),9.0,130.0,,
mean spread (ticks),1.112916879698933,1.006786993982433,0.10612988571650006,0.1054463198869688
median spread (ticks),1.0,1.0,,
1s mid move sd (ticks),0.41832532811219486,0.047141459386005835,0.1388520876960554,0.1267575537416129
