statistic,real,simulated,wasserstein,total_variation
mean inter-arrival (ms),34.280585050640056,8.051253533810632,0.31200453235471837,0.17496698790076617
median inter-arrival (ms),0.1754415025061462,0.10347891702622292,,
mean queue at Q1 (AES),10.592739584068784,104.07879127779451,93.53525743401079,0.8476566917746665
median queue at Q1 (AES),9.0,116.0,,
mean spread (ticks),1.112916879698933,1.0453547804395509,0.06784229914174078,0.0677910782689558
median spread (ticks),1.0,1.0,,
1s mid move sd (ticks),0.41832532811219486,0.19627525842157048,0.10483353989486735,0.0940638488824309
