statistic,real,simulated,wasserstein,total_variation
mean inter-arrival (ms),18.82982212018254,7.360616497965548,0.24202173952048944,0.18104127551776641
median inter-arrival (ms),0.1934160027303733,0.32140598432306433,,
mean queue at Q1 (AES),3.0151967758723046,6.454258150156649,3.4640399520886054,0.1399360717405208
median queue at Q1 (AES),2.0,4.0,,
mean spread (ticks),1.700257475311366,1.447675113554865,0.25258236175650084,0.09583145081559559
median spread (ticks),1.0,1.0,,
1s mid move sd (ticks),1.5017126842672703,0.9182825028179167,0.27317406726783205,0.08936279328176418
