statistic,real,simulated,wasserstein,total_variation
mean inter-arrival (ms),52.97785614284388,31.1806485601333,1.3740576313271973,0.5864174977080546
median inter-arrival (ms),0.5319269985193387,18.197416890870954,,
mean queue at Q1 (AES),0.045214390950105175,0.606379760868899,0.5706764344574871,0.015522198782580984
median queue at Q1 (AES),0.0,0.0,,
mean spread (ticks),5.378869789824186,3.762421265691896,1.6164485241322901,0.3364036506033107
median spread (ticks),5.0,4.0,,
1s mid move sd (ticks),2.9997800060659547,1.3750058108909682,0.8255331917537563,0.13928127909622845
