statistic,real,simulated,wasserstein,total_variation
mean inter-arrival (ms),35.6478725684522,26.38631176333598,1.370696652008051,0.624180581897525
median inter-arrival (ms),0.3236760021536611,16.930296405917034,,
mean queue at Q1 (AES),0.1252325623817455,0.6654277901502551,0.5404897425352887,0.07580815448113598
median queue at Q1 (AES),0.0,0.0,,
mean spread (ticks),4.3726572071663545,3.309739802103008,1.062917405063347,0.20658214149134485
median spread (ticks),4.0,3.0,,
1s mid move sd (ticks),2.931720830423069,1.60448955555152,0.6802314950269989,0.14896278166610227
