statistic,real,simulated,wasserstein,total_variation
mean inter-arrival (ms),50.95160407802053,30.832819090776468,1.5298735830236772,0.6348801976490991
median inter-arrival (ms),0.2829929981089663,18.53085526738596,,
mean queue at Q1 (AES),0.03827529151877111,0.3998031441593505,0.3683908042218389,0.028480569778289902
median queue at Q1 (AES),0.0,0.0,,
mean spread (ticks),5.520797475719571,4.007513199487174,1.5132842762323988,0.31192483539881294
median spread (ticks),5.0,4.0,,
1s mid move sd (ticks),3.3150862100804357,1.939009785145438,0.7878541818026408,0.1758194794649344
