statistic,real,simulated,wasserstein,total_variation
mean inter-arrival (ms),52.97785614284388,20.897267039345763,0.743789203298962,0.36885093706213135
median inter-arrival (ms),0.5319269985193387,8.573581217206083,,
mean queue at Q1 (AES),0.045214390950105175,1.4090640365933598,1.3721149686852656,0.06471084427872391
median queue at Q1 (AES),0.0,0.0,,
mean spread (ticks),5.378869789824186,3.2021574150313548,2.1767123747928316,0.43992662354470036
median spread (ticks),5.0,3.0,,
1s mid move sd (ticks),2.9997800060659547,1.4955478745603255,0.7831827644033288,0.15998805011391015
