target,source,alpha,alpha_se,norm,decay_s,decay_se_s
add_ask,add_ask,744.52093585402,26.32884748140039,0.20574702539673004,0.00027634820659639764,7.084597182801104e-06
add_ask,cancel_ask,961.0680110270326,43.95819439783439,0.12551066185135723,0.00013059498434167205,4.807191062064223e-06
add_ask,exec_ask,776.2841131814648,122.45279307688361,0.025346203705676324,3.2650679403703544e-05,7.499508860441615e-07
add_ask,add_bid,99.08655161498687,7.491339058857211,0.030561094875350976,0.000308428281913573,6.771525205821065e-06
add_ask,cancel_bid,934.4463855213805,41.5167894011781,0.13516388674467714,0.00014464595169819353,5.479605519105793e-06
add_ask,exec_bid,20256.230483829306,646.2593131092403,0.6478091514264378,3.1980735603477086e-05,7.724764786867399e-07
cancel_ask,add_ask,734.5107266068471,25.158354659973952,0.20298072202361914,0.00027634820659639764,7.084597182801104e-06
cancel_ask,cancel_ask,1104.0267675870423,47.6429138881543,0.14418035842581658,0.00013059498434167205,4.807191062064223e-06
cancel_ask,exec_ask,4106.247425537861,262.70976390536805,0.13407176824351974,3.2650679403703544e-05,7.499508860441615e-07
cancel_ask,add_bid,520.1881706255227,17.437933332746947,0.16044074373779457,0.000308428281913573,6.771525205821065e-06
cancel_ask,cancel_bid,126.95078277832519,14.28324945951786,0.018362916793801483,0.00014464595169819353,5.479605519105793e-06
cancel_ask,exec_bid,4818.85755414427,310.21519470722313,0.15411060934990614,3.1980735603477086e-05,7.724764786867399e-07
exec_ask,add_ask,17.26953502457644,3.1513407752899516,0.004772405032795375,0.00027634820659639764,7.084597182801104e-06
exec_ask,cancel_ask,69.91810698272579,8.899789049532556,0.009130954086608425,0.00013059498434167205,4.807191062064223e-06
exec_ask,exec_ask,16540.75715637963,573.5228525331496,0.5400669590074664,3.2650679403703544e-05,7.499508860441615e-07
exec_ask,add_bid,73.95008330640681,5.415106823115369,0.02280829714156065,0.000308428281913573,6.771525205821065e-06
exec_ask,cancel_bid,29.545362025945664,5.99157438553248,0.004273617008510577,0.00014464595169819353,5.479605519105793e-06
exec_ask,exec_bid,151.28422095804666,54.63689946711039,0.004838180671437297,3.1980735603477086e-05,7.724764786867399e-07
add_bid,add_ask,118.68102048107973,8.610938280627458,0.03279728716697672,0.00027634820659639764,7.084597182801104e-06
add_bid,cancel_ask,1023.1188539633896,44.84013307219083,0.13361419071301833,0.00013059498434167205,4.807191062064223e-06
add_bid,exec_ask,20621.758906630563,658.2730262985629,0.6733144388008626,3.2650679403703544e-05,7.499508860441615e-07
add_bid,add_bid,707.2664690583366,22.817109307755608,0.21814098190674203,0.000308428281913573,6.771525205821065e-06
add_bid,cancel_bid,749.3311225200047,35.691688533684676,0.10838771335398173,0.00014464595169819353,5.479605519105793e-06
add_bid,exec_bid,728.9876151122988,116.38509179601131,0.023313560177115746,3.1980735603477086e-05,7.724764786867399e-07
cancel_bid,add_ask,553.2317992120298,19.8903756661023,0.1528846155443428,0.00027634820659639764,7.084597182801104e-06
cancel_bid,cancel_ask,122.4402639192517,14.68230885860117,0.01599008434932487,0.00013059498434167205,4.807191062064223e-06
cancel_bid,exec_ask,6364.498079890068,352.53596680986897,0.2078051863719774,3.2650679403703544e-05,7.499508860441615e-07
cancel_bid,add_bid,722.8046822032255,22.015198825907294,0.222933406291027,0.000308428281913573,6.771525205821065e-06
cancel_bid,cancel_bid,1034.086216703039,44.05243085420296,0.14957638495299547,0.00014464595169819353,5.479605519105793e-06
cancel_bid,exec_bid,3855.536135699339,250.75468395444494,0.12330288176545232,3.1980735603477086e-05,7.724764786867399e-07
exec_bid,add_ask,92.39339765219667,6.415228624839437,0.025532749742532366,0.00027634820659639764,7.084597182801104e-06
exec_bid,cancel_ask,11.843391506211987,5.3348627829839845,0.0015466875283060462,0.00013059498434167205,4.807191062064223e-06
exec_bid,exec_ask,94.69644880271213,41.52929776291489,0.00309190339052658,3.2650679403703544e-05,7.499508860441615e-07
exec_bid,add_bid,12.410554823441743,2.693035906285822,0.0038277661017883436,0.000308428281913573,6.771525205821065e-06
exec_bid,cancel_bid,68.80748219374216,8.355818493390798,0.00995272374587034,0.00014464595169819353,5.479605519105793e-06
exec_bid,exec_bid,17778.307666479177,604.1474554739588,0.5685633569589402,3.1980735603477086e-05,7.724764786867399e-07
