statistic,real,simulated,wasserstein,total_variation
mean inter-arrival (ms),8.862056986409529,3.9370217379786876,0.474089220295149,0.26414900710844297
median inter-arrival (ms),0.07308200292754918,0.41314584018437017,,
mean queue at Q1 (AES),2.4800562632435668,4.99071725,2.5629180388596318,0.18716846891300207
median queue at Q1 (AES),1.0,3.0,,
mean spread (ticks),1.7800610759878883,1.52502875,0.2550323259878885,0.14728302343249963
median spread (ticks),2.0,1.0,,
1s mid move sd (ticks),2.036916416320886,1.3111111217240963,0.3565626109841047,0.09066907656871853
