statistic,real,simulated,wasserstein,total_variation
mean inter-arrival (ms),19.888989775936015,7.969590934860417,0.3389530188292369,0.22542891718535224
median inter-arrival (ms),0.06076099816709757,0.17807114613788144,,
mean queue at Q1 (AES),3.3626261388683494,28.722142526292846,25.36083650478808,0.31311022329884797
median queue at Q1 (AES),3.0,7.0,,
mean spread (ticks),1.5963024655280298,1.3524780665903766,0.24382439893765318,0.12595747224395346
median spread (ticks),1.0,1.0,,
1s mid move sd (ticks),1.402706830005095,0.6830358705247346,0.3213812556092137,0.12265481430830373
