statistic,real,simulated,wasserstein,total_variation
mean inter-arrival (ms),20.917804870989055,14.842984923690612,1.431133365047736,0.5864312252235296
median inter-arrival (ms),0.056768003560137004,6.226353700185427,,
mean queue at Q1 (AES),17.754423545403082,60.90133663008356,44.4473861211406,0.3409513607820706
median queue at Q1 (AES),11.0,19.0,,
mean spread (ticks),1.2077554146514535,1.2959723489091672,0.12439902455771557,0.11680874098180269
median spread (ticks),1.0,1.0,,
1s mid move sd (ticks),0.7072400237288173,0.3790456782344775,0.14077524680541909,0.07308004615581858
