queue,n,exposure,add,cancel,exec,move,lambda_move,lambda_add,lambda_add_lo,lambda_add_hi,lambda_cancel,lambda_cancel_lo,lambda_cancel_hi,lambda_exec,lambda_exec_lo,lambda_exec_hi,lambda_total
2,16,3.093585446003999,44.0,42.0,10.0,0.0,0.0,14.222978730661872,10.33443811918651,19.093685082015796,13.576479697449969,9.78473239573114,18.35145651199746,3.2324951660595165,1.5501070779624537,5.944673700793588,31.031953594171355
2,17,4.033638150031038,28.0,49.0,12.0,0.0,0.0,6.941624151334582,4.612658836468602,10.032579631109648,12.14784226483552,8.987040582346287,16.06009170466117,2.9749817791433926,1.5372164973882212,5.196694465024248,22.064448195313496
2,18,2.86080090500036,19.0,29.0,4.0,0.0,0.0,6.641496780426112,3.9986149138768154,10.371519919377908,10.137021401703013,6.7889223271709955,14.558453671413863,1.3982098485107604,0.38096512473879673,3.57997253758643,18.176728030639886
2,19,1.6045532800126239,23.0,18.0,6.0,0.0,0.0,14.334207711581286,9.086658086498673,21.508349597815485,11.218075600367962,6.64854256526502,17.729395852348496,3.7393585334559876,1.3722786777597857,8.139009271425339,29.291641845405238
2,20,1.5780987750258646,20.0,16.0,5.0,0.0,0.0,12.673477932122598,7.741289568648019,19.573158785430486,10.138782345698079,5.795190135352351,16.46474733315416,3.1683694830306495,1.028760946913359,7.393917455598703,25.980629760851325
2,21,2.1862439109754632,12.0,15.0,8.0,0.0,0.0,5.488866059160715,2.8361771884618445,9.587944393095762,6.861082573950894,3.840095833148571,11.316312304992177,3.659244039440477,1.579801850749335,7.2101695245705955,16.009192672552086
2,23,1.8066301250146353,9.0,22.0,6.0,0.0,0.0,4.9816505743958475,2.2779278616008884,9.45672454746694,12.177368070745406,7.63149173775563,18.436681601805684,3.321100382930565,1.2187853080735125,7.228637362843095,20.48011902807182
2,24,1.4243618280015653,16.0,11.0,3.0,0.0,0.0,11.233100807291795,6.420687688937049,18.24185195556392,7.722756805013109,3.8551723721360522,13.818145169557523,2.1062064013672117,0.4343503951967192,6.155228887341882,21.062064013672117
2,25,1.3882885220009484,11.0,9.0,7.0,0.0,0.0,7.9234250126520065,3.955345218386158,14.177196023297892,6.4828022830789145,2.9643500123784228,12.306378091201633,5.0421795535058225,2.027217690645103,10.38881697366113,19.448406849236743
2,26,1.0737839689900284,8.0,5.0,3.0,0.0,0.0,7.450288168787414,3.21650562542583,14.680037768695446,4.6564301054921335,1.511930180560832,10.866554555007543,2.7938580632952803,0.5761606996959614,8.164838853003719,14.900576337574828
2,34,1.9323504229832906,11.0,4.0,1.0,0.0,0.0,5.692549275310775,2.8417000881026646,10.185543097775982,2.0700179182948273,0.5640102129838948,5.300068017472759,0.5175044795737068,0.013102079044856971,2.8833504133981176,8.28007167317931
2,75,1.2763676809991011,3.0,0.0,1.0,0.0,0.0,2.350419902242975,0.4847130902055776,6.868924370507073,0.0,0.0,2.890138561974865,0.7834733007476583,0.019835826589147006,4.365233838087774,3.1338932029906332
2,84,1.1679392099904362,2.0,1.0,0.0,0.0,0.0,1.7124178920377005,0.20738175109811435,6.185842213297317,0.8562089460188502,0.021677333689736466,4.770490915348686,0.0,0.0,3.1584515893974845,2.568626838056551
3,0,8550.057077415157,10570.0,0.0,0.0,0.0,0.0,1.2362490570876412,1.2127923635558138,1.2600453769807027,0.0,0.0,0.00043144500916351237,0.0,0.0,0.00043144500916351237,1.2362490570876412
3,1,7376.074761885859,24180.0,18675.0,5542.0,0.0,0.0,3.278166339222115,3.236975790335103,3.3197501328180956,2.5318344245232836,2.495650759570764,2.5684114517656345,0.7513481328357718,0.7316954979077697,0.7713949401280211,6.561348896581171
3,2,2851.0589072936855,11676.0,10328.0,1744.0,0.0,0.0,4.095320503596057,4.021370354693079,4.170288998112853,3.6225137171240216,3.5529830713411905,3.693062909204095,0.6117025486700517,0.5833273833509114,0.6411010853102999,8.32953676939013
3,3,1918.9936193368485,10914.0,10904.0,957.0,0.0,0.0,5.68735606519191,5.581149967438598,5.795075286144523,5.68214500044462,5.575987796691666,5.7898153296317885,0.49869889631561826,0.46759943749159405,0.531323027499778,11.868199961952149
3,4,686.68991665863,5079.0,7424.0,340.0,0.0,0.0,7.396351507116847,7.194322323561525,7.602615541640041,10.81128442386995,10.566739511245384,11.060060738247216,0.4951288663949061,0.44389223622173457,0.5506571382746384,18.702764797381704
3,5,925.969317160736,4356.0,5966.0,439.0,0.0,0.0,4.704259546478965,4.565585534358326,4.846075263426606,6.442978065723945,6.280512610019711,6.608582902145213,0.47409778257673674,0.430780359394463,0.5205910673990677,11.621335394779646
3,6,391.05731190890947,2190.0,3648.0,96.0,0.0,0.0,5.60020215274769,5.368086578067221,5.8397723459362965,9.328555914713961,9.028269373955455,9.636285080784774,0.24548831354510425,0.1988463221296511,0.2997832476960203,15.174246381006757
