queue,n,exposure,add,cancel,exec,move,lambda_move,lambda_add,lambda_add_lo,lambda_add_hi,lambda_cancel,lambda_cancel_lo,lambda_cancel_hi,lambda_exec,lambda_exec_lo,lambda_exec_hi,lambda_total
-3,51,14.146221188006166,15.0,10.0,0.0,0.0,0.0,1.0603538429554396,0.5934719965994393,1.748892410395914,0.706902561970293,0.33898725549394,1.3000189801648223,0.0,0.0,0.2607678336912717,1.7672564049257324
-3,52,23.192696605015954,14.0,17.0,0.0,0.0,0.0,0.6036383021098193,0.3300146768895022,1.012802500799127,0.7329893668476377,0.4269933176923252,1.1735869821200504,0.0,0.0,0.15905349502636665,1.336627668957457
-3,53,23.40871300100116,12.0,15.0,0.0,0.0,0.0,0.5126296349349396,0.2648832128642453,0.8954608075753863,0.6407870436686746,0.35864364403221366,1.0568807806916916,0.0,0.0,0.15758574399011885,1.1534166786036142
-3,54,27.03126700001303,18.0,15.0,0.0,0.0,0.0,0.6658955349740477,0.3946518962797559,1.0524020301199448,0.5549129458117065,0.31058056334463585,0.9152445156001725,0.0,0.0,0.1364671309751096,1.2208084807857542
-3,55,18.516158502003236,18.0,19.0,0.0,0.0,0.0,0.9721238883352941,0.5761422262207024,1.536374851427755,1.0261307710205883,0.6177977555727413,1.6024303080131626,0.0,0.0,0.19922487991852314,1.9982546593558823
-3,56,25.219426392010064,13.0,13.0,0.0,0.0,0.0,0.515475641591857,0.2744690693360414,0.8814790460579958,0.515475641591857,0.2744690693360414,0.8814790460579958,0.0,0.0,0.1462713464126462,1.030951283183714
-3,57,9.202463466994232,9.0,8.0,0.0,0.0,0.0,0.9779989925827588,0.44720341592646645,1.8565467293291542,0.8693324378513412,0.37531604326777235,1.7129314641378295,0.0,0.0,0.40085782109807405,1.8473314304341
-3,58,4.599336490005953,7.0,9.0,0.0,0.0,0.0,1.5219586597350565,0.6119063168427199,3.135816523327196,1.9568039910879298,0.894775389085091,3.7146235089655413,0.0,0.0,0.8020460042724904,3.4787626508229863
-3,59,3.1537739749983302,13.0,7.0,0.0,0.0,0.0,4.122045556548447,2.194815654475514,7.048823439596886,2.219562991987625,0.8923794393101224,4.573148068326619,0.0,0.0,1.1696714740364007,6.3416085485360725
-3,60,6.408418462997361,8.0,10.0,0.0,0.0,0.0,1.248357928901263,0.5389523478672875,2.459762780974905,1.5604474111265787,0.7482951876225515,2.8697183475462675,0.0,0.0,0.5756302394130118,2.808805340027842
-3,61,1.9402255969980615,4.0,5.0,0.0,0.0,0.0,2.0616159307396233,0.5617209541573808,5.278555592323694,2.5770199134245293,0.8367513513017747,6.013904824972953,0.0,0.0,1.901263162294844,4.638635844164153
-3,63,1.9574750700048753,3.0,7.0,0.0,0.0,0.0,1.5325865682634354,0.31605619523627465,4.478868315661607,3.576035325948016,1.4377516703254138,7.367999512589683,0.0,0.0,1.884509034439324,5.108621894211452
-3,64,2.41911608898954,2.0,2.0,0.0,0.0,0.0,0.8267482528444495,0.10012304892946881,2.986498953318812,0.8267482528444495,0.10012304892946881,2.986498953318812,0.0,0.0,1.5248873218212415,1.653496505688899
-3,66,1.1762495420261985,6.0,1.0,0.0,0.0,0.0,5.100958415392405,1.8719618370247222,11.102638985960864,0.8501597358987343,0.021524180949458748,4.736786873762542,0.0,0.0,3.1361367824717705,5.95111815129114
-3,68,1.243538925984467,2.0,4.0,0.0,0.0,0.0,1.6083131442119265,0.1947741831661733,5.809780069413125,3.216626288423853,0.8764224029123302,8.235840842131887,0.0,0.0,2.9664366567323794,4.824939432635779
-3,74,1.1387198739976157,2.0,0.0,0.0,0.0,0.0,1.7563582103636735,0.2127031274984774,6.344569751260077,0.0,0.0,3.2394968581374384,0.0,0.0,3.2394968581374384,1.7563582103636735
-3,75,1.2152437360055046,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.035505837075326,0.8228801929783989,0.0208335227199025,4.584794988742621,0.0,0.0,3.035505837075326,0.8228801929783989
-3,90,1.7762117509919335,2.0,1.0,0.0,0.0,0.0,1.1259918750583038,0.13636283985211903,4.067469806845552,0.5629959375291519,0.014253823042298325,3.1368125944597476,0.0,0.0,2.076824146700901,1.6889878125874556
-3,92,2.7261940220050747,1.0,0.0,0.0,0.0,0.0,0.3668117499812119,0.00928686945240567,2.043744262501551,0.0,0.0,1.3531243280332705,0.0,0.0,1.3531243280332705,0.3668117499812119
-3,98,3.8806914950037026,1.0,1.0,0.0,0.0,0.0,0.25768603386470584,0.006524045525619841,1.4357346875195454,0.25768603386470584,0.006524045525619841,1.4357346875195454,0.0,0.0,0.9505727159356212,0.5153720677294117
-3,104,5.304017735994421,5.0,2.0,0.0,0.0,0.0,0.942681613990225,0.30608615410559936,2.199904423421963,0.37707264559609,0.04566524672424657,1.3621160462370592,0.0,0.0,0.6954877675239011,1.319754259586315
-3,105,2.004663719992095,1.0,1.0,0.0,0.0,0.0,0.4988367824624188,0.012629453873884498,2.7793406621639605,0.4988367824624188,0.012629453873884498,2.7793406621639605,0.0,0.0,1.8401487577819196,0.9976735649248376
-3,107,3.9733659110061126,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9284016465475387,0.2516757888393888,0.00637187929613033,1.402247745546314,0.0,0.0,0.9284016465475387,0.2516757888393888
-3,146,1.2294571820166311,6.0,0.0,0.0,0.0,0.0,4.880202489165529,1.7909483027942208,10.622146271981373,0.0,0.0,3.0004131156997347,0.0,0.0,3.0004131156997347,4.880202489165529
-3,147,2.139034621992323,1.0,2.0,0.0,0.0,0.0,0.4675006143979978,0.01183609078786605,2.6047467084704787,0.9350012287959956,0.1132329865321994,3.3775459234945884,0.0,0.0,1.7245534112384158,1.4025018431939933
-3,148,1.3915519660004065,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.650910310389988,0.7186221028268145,0.018193936412635905,4.003906089797634,0.0,0.0,2.650910310389988,0.7186221028268145
-3,159,1.5182813299907139,2.0,0.0,0.0,0.0,0.0,1.3172789261738682,0.15952858917487076,4.758464406440503,0.0,0.0,2.4296415830500253,0.0,0.0,2.4296415830500253,1.3172789261738682
-3,194,1.8568114959998638,2.0,0.0,0.0,0.0,0.0,1.0771152614622475,0.13044365519373255,3.890910673101783,0.0,0.0,1.9866741788603222,0.0,0.0,1.9866741788603222,1.0771152614622475
-3,245,1.8801826279886882,2.0,2.0,0.0,0.0,0.0,1.0637264541367908,0.12882220851230106,3.8425456975169037,1.0637264541367908,0.12882220851230106,3.8425456975169037,0.0,0.0,1.9619793307313387,2.1274529082735816
