queue,n,cls,exposure,add,cancel,exec,move,lambda_add,lambda_cancel,lambda_exec,lambda_move
-1,21,3,129.40951955797937,686.0,644.0,169.0,0.0,5.301001057288149,4.976449972148058,1.3059317473494128,0.0
-1,22,1,26.10707686112437,535.0,521.0,39.0,0.0,20.492527863073782,19.956274797498022,1.4938478255324814,0.0
-1,22,2,92.24533896696084,679.0,693.0,96.0,0.0,7.360805517156751,7.512574703077509,1.0407029891709103,0.0
-1,22,3,113.52963435002312,654.0,539.0,166.0,0.0,5.7606104674278535,4.747659085540693,1.4621732990719019,0.0
-1,23,1,25.97013292696647,507.0,479.0,44.0,0.0,19.52242606635059,18.444264468997897,1.6942539386970927,0.0
-1,23,2,84.6200923340366,661.0,671.0,101.0,0.0,7.811383582408679,7.929558825712895,1.1935699573725818,0.0
-1,23,3,86.88856871707685,582.0,443.0,150.0,0.0,6.69823440060436,5.0984842602538345,1.7263490723207113,0.0
-1,24,0,1.6660446231835522,728.0,342.0,3.0,0.0,436.9630860240137,205.27661458820424,1.8006720577912652,0.0
-1,24,1,19.331632434943458,373.0,409.0,22.0,0.0,19.294800956683456,21.157033756792316,1.1380311556220806,0.0
-1,24,2,113.39554596721428,627.0,627.0,67.0,0.0,5.529317705135285,5.529317705135285,0.5908521311707562,0.0
-1,24,3,107.3026871879265,615.0,523.0,145.0,0.0,5.731450125968501,4.87406246484801,1.3513175093746872,0.0
-1,25,0,1.1785732309072046,698.0,328.0,8.0,0.0,592.241518554359,278.3026047074925,6.787868407499817,0.0
-1,25,1,17.15441032499075,365.0,393.0,22.0,0.0,21.277327117928596,22.909560431084763,1.2824690317655594,0.0
-1,25,2,90.55878870871675,521.0,552.0,104.0,0.0,5.753168824682514,6.095487891026386,1.1484252548310583,0.0
-1,25,3,92.09428047303663,492.0,423.0,149.0,0.0,5.342351310774916,4.593119114751604,1.6179072059054116,0.0
-1,26,1,14.147309550942737,374.0,362.0,25.0,0.0,26.436121910902678,25.587904095579596,1.7671204485897511,0.0
-1,26,2,71.66918035403069,475.0,505.0,84.0,0.0,6.627674512999867,7.0462644822419644,1.1720519138778713,0.0
-1,26,3,69.23023552492668,449.0,396.0,137.0,0.0,6.485605553636104,5.720044096302666,1.9789041444279427,0.0
-1,27,0,1.3455626240902347,606.0,313.0,3.0,0.0,450.36922782373676,232.6164493545043,2.229550632790776,0.0
-1,27,1,15.059257157001412,268.0,346.0,12.0,0.0,17.796362543380855,22.975900895558865,0.7968520541812324,0.0
-1,27,2,74.07590477805934,405.0,452.0,40.0,0.0,5.46736487678997,6.101849195824856,0.5399866544977748,0.0
-1,27,3,72.74438828296843,426.0,370.0,109.0,0.0,5.856121826784801,5.086302995094781,1.4983973688252192,0.0
-1,28,1,9.946244529062824,250.0,258.0,5.0,0.0,25.13511499435818,25.93943867417764,0.5027022998871636,0.0
-1,28,2,59.16463422994275,381.0,388.0,36.0,0.0,6.439657828682712,6.557971752044337,0.6084716058597839,0.0
-1,28,3,74.47839174909313,422.0,364.0,88.0,0.0,5.666072938600186,4.887323577370776,1.1815507549687592,0.0
-1,29,1,8.122637873915664,242.0,237.0,6.0,0.0,29.79327698174725,29.17771340774421,0.7386762888036509,0.0
