session,decile,orders,fill_prob,median_ttf_s,median_life_s,median_own_size,adverse_1s,adverse_10s,adverse_60s,adverse_10s_lo,adverse_10s_hi,half_spread_ticks,edge_ticks
AAPL_2024-04-01,8,135358,0.07856942330708196,0.9988924830031465,0.03965131750010187,100.0,0.4524212505876822,0.37174424071462153,0.12712740949694407,0.3014792373657497,0.4497457076918499,0.5725040263597275,0.01577358058138937
AAPL_2024-04-01,9,120369,0.11379175701384908,1.4234132490018965,0.004276874002243858,100.0,0.5089070599401329,0.45615828283565746,0.5240563627071622,0.35016015398496003,0.5680991560575153,0.6726565810133839,0.02463572174015169
AAPL_2024-06-03,0,77308,0.33521757127334817,0.0017513909988338128,0.002241619997221278,100.0,0.6267605633802817,0.7671618753617596,0.7635153386069844,0.6143034234829349,0.9224553892295319,0.6668003311429607,-0.03364295310226852
AAPL_2024-06-03,1,6799,0.2300338285041918,0.013179035995563027,0.003075289998378139,100.0,0.3881074168797954,0.4101662404092072,0.44565217391304346,0.09875500340657468,0.7056361459168807,0.6719370495661127,0.060216141421003115
AAPL_2024-06-03,2,9612,0.24500624219725342,0.08858472499559866,0.027191499997570645,100.0,0.554140127388535,0.6416135881104034,0.9167728237791932,0.32241635332507773,0.9688062157645895,0.7250312109862672,0.020437838313843045
AAPL_2024-06-03,3,11398,0.2576767854009475,0.23473851600283524,0.07521594299760181,100.0,0.6859039836567926,0.9785495403472931,1.3443990466462377,0.6852025783689899,1.273203568816479,0.7865414985085103,-0.049476014992148196
AAPL_2024-06-03,4,9694,0.30895399216009906,0.21322484600386815,0.09108329200171283,100.0,0.5641068447412354,0.9257095158597662,0.9946577629382304,0.6284241383670554,1.242049835739344,0.7731586548380441,-0.047131197520121494
AAPL_2024-06-03,5,53347,0.18207209402590585,0.28412742300133687,0.027375609999580774,100.0,0.5531246782662411,0.607690723772264,0.9527952228971481,0.48145232009592287,0.7379899309167621,0.7252610268618667,0.021406271278784392
AAPL_2024-06-03,6,54095,0.15968204085405305,0.42295657849899726,0.055629502996453084,100.0,0.5570155128501968,0.670641352164853,0.48425561472563095,0.5317479274974468,0.8189830961277486,0.7563545614197246,0.0136868601819684
AAPL_2024-06-03,7,73864,0.10842900465720784,0.5691025920023094,0.0491975264994835,100.0,0.5909601698089649,0.6572605818454239,0.7636409039830191,0.48573968648026455,0.8277197800465383,0.7893222679519116,0.014319317177879076
AAPL_2024-06-03,8,108824,0.0838601779019334,0.41631523549949634,0.03685848999884911,100.0,0.5444334867411791,0.6581196581196581,0.6943348674117905,0.48323311263365826,0.8744828959422314,0.7911398220980667,0.011155094615773693
AAPL_2024-06-03,9,88241,0.13153749390872724,0.6515162709983997,0.038810678001027554,20.0,0.533945033169639,0.5513483242870681,0.7199103988972172,0.34521090355202677,0.7591620565507552,0.804421980711914,0.03328867454044249
AAPL_2024-08-01,0,129227,0.25942720948408615,0.005386697994254064,0.00790057900303509,100.0,0.8226994780014915,1.0661595824011931,1.0729903057419836,0.8926051994696798,1.2426719750838089,1.0171984182872,-0.012701858179185607
AAPL_2024-08-01,1,14158,0.16852662805481,0.09212907000255655,0.025011306002852507,100.0,0.78918692372171,0.9155490360435876,0.6395641240569991,0.5398773657439455,1.3097471790223807,1.0419197626783443,0.021296832444591712
AAPL_2024-08-01,2,23637,0.15018826416211872,0.1482225030013069,0.05124609199992847,100.0,0.8278873239436619,0.7711267605633803,1.0569014084507042,0.3012158031088083,1.2240068693424777,1.1060625290857553,0.05030342168018071
AAPL_2024-08-01,3,21743,0.16961780803017062,0.20211984349953127,0.09295859200210543,100.0,0.8873373101952278,1.1666214750542299,1.2125813449023861,0.8744759227887021,1.4956248868239006,1.122752150117279,-0.007441018735568904
AAPL_2024-08-01,4,15990,0.21150719199499687,0.13373301349929534,0.09865714849729557,100.0,0.9466292134831461,1.109846244825547,0.8710821998817267,0.6907023582253048,1.561400782289504,1.1020012507817385,-0.0016592726614234243
AAPL_2024-08-01,5,86435,0.13325620408399375,0.28057514499596437,0.04037225000502076,100.0,0.9365341205070324,1.2260375065115472,1.1008421600972391,0.9841867702026201,1.4734440657609098,1.1945103256782554,-0.004201192443314103
AAPL_2024-08-01,6,62823,0.13299269375865527,0.3217690169985872,0.09120505200553453,100.0,0.9728306403351287,1.265769000598444,1.0258527827648114,1.0117463065256471,1.5120624579533657,1.2238670550594528,-0.005572652610958921
AAPL_2024-08-01,7,55957,0.12273710170309345,0.3160059170004388,0.08974253199994564,100.0,0.9708066394874781,1.1049796156086198,1.2817414094350612,0.7374909133182539,1.4478744645506891,1.250460174777061,0.017855862186479866
AAPL_2024-08-01,8,82917,0.09607197559004788,0.2446461135041318,0.11499363199982326,25.0,0.9098669344715039,1.270901330655285,1.6080215917650011,0.9273933622980806,1.590820244680232,1.245999011059252,-0.0023924150403656485
AAPL_2024-08-01,9,112054,0.11253502775447552,0.32590857700051856,0.09986049449798884,10.0,0.9969468675654243,1.1511498810467882,0.9704996034892942,0.9281050476067323,1.387135116613154,1.2564031627608117,0.011844680978937263
AAPL_2024-10-01,0,219380,0.16533868173944755,0.0038173645007191226,0.002490037000825396,25.0,0.5174790471989413,0.4459086898985443,0.3967385310983679,0.2816606945408616,0.6286440436381108,0.7168611541617285,0.04479892325532964
AAPL_2024-10-01,1,12148,0.16702337833388212,0.08578688399575185,0.008427431996096857,100.0,0.48250369640216856,0.7688516510596353,0.31197634302612126,0.44685673718496943,1.0889187000101244,0.8014899571945999,0.005451360153757268
AAPL_2024-10-01,2,34048,0.11466165413533834,0.13090704199566972,0.008786506499745883,100.0,0.5119108606557377,0.5810706967213115,0.3260758196721312,0.2934472121988127,0.8714161872758871,0.7801632988721805,0.02282828708872746
AAPL_2024-10-01,3,33549,0.13392351485886317,0.12487254400184611,0.015073733004101086,100.0,0.48052526151791675,0.6426663699087469,1.655797907856666,0.3693102069963015,0.9267965312194514,0.8851083489820859,0.032468681986840504
AAPL_2024-10-01,4,41207,0.10117213094862523,0.16312422099872492,0.021620621002512053,50.0,0.5050371791796594,0.3144639002158791,0.32957543775485726,0.05167603899356883,0.5750341731195694,0.8578760890140025,0.05497816912416279
AAPL_2024-10-01,5,98715,0.10925391277921288,0.1688132730050711,0.029158823999750894,50.0,0.5588780713954566,0.6091330551692165,1.0753824756606398,0.3135767649510853,0.9532924900515107,0.8594235931722636,0.027345220608447178
AAPL_2024-10-01,6,85305,0.09875153859679972,0.15843742099605151,0.022786685003666207,50.0,0.4513888888888889,0.43696581196581197,0.75664767331434,0.13858585386845917,0.7168739253198745,0.9265928140202802,0.048351419791417154
AAPL_2024-10-01,7,139409,0.06255693678313452,0.15175616199849173,0.023963403997186106,25.0,0.37340901272789817,0.4549363605091159,0.42391927531246415,0.25883617854221264,0.6618923278339625,0.9159308222568127,0.028838401400925792
AAPL_2024-10-01,8,198590,0.047217886096983734,0.14345696500095073,0.018956211002659984,25.0,0.3687746614055668,0.36984110056521274,0.3500053321957982,0.18666532588486962,0.5608600384938995,0.9199733118485321,0.025976080090657563
AAPL_2024-10-01,9,152448,0.06020413518052057,0.26379565550450934,0.014381188000697875,15.0,0.56657223796034,0.4253105251688821,0.30834604488995426,0.2044347223675884,0.6425802358234387,0.9604816068429891,0.03221951214581335
